Indicateurs État


Date de l'export;04/05/2026
Année de la dernière période à valider;2026


Nom Association;Code Association;BA;T1 2026 - Statut;T1 2026 - Volumes distribué en Kg net- Valeurs calculées;T1 2026 - Volumes distribué en Kg net - Valeurs retenues Asso;T1 2026 - Volumes distribué en Kg net - Valeurs retenues BA;T1 2026 - Nb foyers - Valeurs calculées;T1 2026 - Nb foyers - Valeurs retenues Asso;T1 2026 - Nb foyers - Valeurs retenues BA;T1 2026 - Nb bénéficiaires - Valeurs calculées;T1 2026 - Nb bénéficiaires - Valeurs retenues Asso;T1 2026 - Nb bénéficiaires - Valeurs retenues BA;T1 2026 - Nb passages - Valeurs calculées;T1 2026 - Nb passages - Valeurs retenues Asso;T1 2026 - Nb passages - Valeurs retenues BA;T1 2026 - Motif écart Asso;T1 2026 - Motif écart BA;T1 2026 - Dernière modification BA;T2 2026 - Statut;T2 2026 - Volumes distribué en Kg net- Valeurs calculées;T2 2026 - Volumes distribué en Kg net - Valeurs retenues Asso;T2 2026 - Volumes distribué en Kg net - Valeurs retenues BA;T2 2026 - Nb foyers - Valeurs calculées;T2 2026 - Nb foyers - Valeurs retenues Asso;T2 2026 - Nb foyers - Valeurs retenues BA;T2 2026 - Nb bénéficiaires - Valeurs calculées;T2 2026 - Nb bénéficiaires - Valeurs retenues Asso;T2 2026 - Nb bénéficiaires - Valeurs retenues BA;T2 2026 - Nb passages - Valeurs calculées;T2 2026 - Nb passages - Valeurs retenues Asso;T2 2026 - Nb passages - Valeurs retenues BA;T2 2026 - Motif écart Asso;T2 2026 - Motif écart BA;T2 2026 - Dernière modification BA;T3 2026 - Statut;T3 2026 - Volumes distribué en Kg net- Valeurs calculées;T3 2026 - Volumes distribué en Kg net - Valeurs retenues Asso;T3 2026 - Volumes distribué en Kg net - Valeurs retenues BA;T3 2026 - Nb foyers - Valeurs calculées;T3 2026 - Nb foyers - Valeurs retenues Asso;T3 2026 - Nb foyers - Valeurs retenues BA;T3 2026 - Nb bénéficiaires - Valeurs calculées;T3 2026 - Nb bénéficiaires - Valeurs retenues Asso;T3 2026 - Nb bénéficiaires - Valeurs retenues BA;T3 2026 - Nb passages - Valeurs calculées;T3 2026 - Nb passages - Valeurs retenues Asso;T3 2026 - Nb passages - Valeurs retenues BA;T3 2026 - Motif écart Asso;T3 2026 - Motif écart BA;T3 2026 - Dernière modification BA;T4 2026 - Statut;T4 2026 - Volumes distribué en Kg net- Valeurs calculées;T4 2026 - Volumes distribué en Kg net - Valeurs retenues Asso;T4 2026 - Volumes distribué en Kg net - Valeurs retenues BA;T4 2026 - Nb foyers - Valeurs calculées;T4 2026 - Nb foyers - Valeurs retenues Asso;T4 2026 - Nb foyers - Valeurs retenues BA;T4 2026 - Nb bénéficiaires - Valeurs calculées;T4 2026 - Nb bénéficiaires - Valeurs retenues Asso;T4 2026 - Nb bénéficiaires - Valeurs retenues BA;T4 2026 - Nb passages - Valeurs calculées;T4 2026 - Nb passages - Valeurs retenues Asso;T4 2026 - Nb passages - Valeurs retenues BA;T4 2026 - Motif écart Asso;T4 2026 - Motif écart BA;T4 2026 - Dernière modification BA;Année 2026 - Statut;Année 2026 - Volumes distribué en Kg net- Valeurs calculées;Année 2026 - Volumes distribué en Kg net - Valeurs retenues Asso;Année 2026 - Volumes distribué en Kg net - Valeurs retenues BA;Année 2026 - Nb foyers - Valeurs calculées;Année 2026 - Nb foyers - Valeurs retenues Asso;Année 2026 - Nb foyers - Valeurs retenues BA;Année 2026 - Nb bénéficiaires - Valeurs calculées;Année 2026 - Nb bénéficiaires - Valeurs retenues Asso;Année 2026 - Nb bénéficiaires - Valeurs retenues BA;Année 2026 - Nb passages - Valeurs calculées;Année 2026 - Nb passages - Valeurs retenues Asso;Année 2026 - Nb passages - Valeurs retenues BA;Année 2026 - Bénéficiaires - âge - 0-3 ans - Valeurs calculées;Année 2026 - Bénéficiaires - âge - 0-3 ans - Valeurs retenues Asso;Année 2026 - Bénéficiaires - âge - 0-3 ans - Valeurs retenues BA;Année 2026 - Bénéficiaires - âge - 4-14 ans - Valeurs calculées;Année 2026 - Bénéficiaires - âge - 4-14 ans - Valeurs retenues Asso;Année 2026 - Bénéficiaires - âge - 4-14 ans - Valeurs retenues BA;Année 2026 - Bénéficiaires - âge - 15-25 ans - Valeurs calculées;Année 2026 - Bénéficiaires - âge - 15-25 ans - Valeurs retenues Asso;Année 2026 - Bénéficiaires - âge - 15-25 ans - Valeurs retenues BA;Année 2026 - Bénéficiaires - âge - 26-64 ans - Valeurs calculées;Année 2026 - Bénéficiaires - âge - 26-64 ans - Valeurs retenues Asso;Année 2026 - Bénéficiaires - âge - 26-64 ans - Valeurs retenues BA;Année 2026 - Bénéficiaires - âge - 65 ans ou plus - Valeurs calculées;Année 2026 - Bénéficiaires - âge - 65 ans ou plus - Valeurs retenues Asso;Année 2026 - Bénéficiaires - âge - 65 ans ou plus - Valeurs retenues BA;Année 2026 - Bénéficiaires - sexe - masculin - Valeurs calculées;Année 2026 - Bénéficiaires - sexe - masculin - Valeurs retenues Asso;Année 2026 - Bénéficiaires - sexe - masculin - Valeurs retenues BA;Année 2026 - Bénéficiaires - sexe - féminin - Valeurs calculées;Année 2026 - Bénéficiaires - sexe - féminin - Valeurs retenues Asso;Année 2026 - Bénéficiaires - sexe - féminin - Valeurs retenues BA;Année 2026 - Motif écart Asso;Année 2026 - Motif écart BA;Année 2026 - Dernière modification BA
Centre Social Pays du Guiers;02380017;38000 B.A. de l'Isère;Validé;4518,36;4518,36;4520,00;37;37;37;92;92;92;855;855;855;1er trimestre d'utilisation réelle de Ticadi;;Le 21/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Accueil SDF;01380001;38000 B.A. de l'Isère;Validé;0,00;0,00;7600,00;0;0;527;0;0;650;0;0;6600;;.;Le 25/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
UN PAS DE PLUS;01380003;38000 B.A. de l'Isère;Validé;0,00;0,00;520,00;0;0;19;0;0;33;0;0;78;;.;Le 28/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Epice'Riz Saint Egrève;01380006;38000 B.A. de l'Isère;Validé;0,00;0,00;6280,00;98;98;98;223;223;223;1127;1127;1127;Une augmentation du nombre d'ouvertures de droits entre les deux années. ;";";Le 25/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
AJHIRALP INTERVALLE;01380009;38000 B.A. de l'Isère;Validé;4244,84;4244,84;4240,00;63;63;63;202;202;202;1064;1064;1064;Nos hébergés perdent ou acquièrent des droits selon leurs situation.;;Le 14/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
La Roseraie Fondation Boissel;01380011;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Diaconat Protestant l'Echoppe;01380036;38000 B.A. de l'Isère;Validé;0,00;0,00;12390,00;0;0;110;0;0;359;0;0;2270;;.;Le 25/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Althéa (Oasis38);01380042;38000 B.A. de l'Isère;Validé;0,00;0,00;770,00;0;0;56;0;0;80;0;0;215;;.;Le 29/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
CCAS Domène;02380004;38000 B.A. de l'Isère;Validé;1187,19;1187,19;1190,00;17;17;17;24;24;24;156;156;156;;;Le 01/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
CCAS St André le Gaz;02380011;38000 B.A. de l'Isère;Validé;619,58;619,58;740,00;9;9;9;17;17;17;0;0;0;;.;Le 13/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
CCAS Plateau des Petites Roche;02380012;38000 B.A. de l'Isère;Validé;0,00;0,00;500,00;17;17;17;33;33;33;0;0;140;;.;Le 25/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
CCAS Villard-Bonnot;02380015;38000 B.A. de l'Isère;Validé;2015,56;2015,56;2020,00;24;24;24;58;58;58;215;215;215; ;;Le 21/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
CCAS Val de Virieu;02380016;38000 B.A. de l'Isère;Validé;0,00;0,00;190,00;0;0;10;0;0;16;0;0;73;;.;Le 25/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
MFI (Ex ADFE);01380067;38000 B.A. de l'Isère;Validé;0,00;0,00;1880,00;0;0;15;0;0;24;0;0;162;;.;Le 28/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Grain de Sel Hors les Murs;01380069;38000 B.A. de l'Isère;Validé;0,00;146,00;1490,00;48;48;48;61;61;61;240;240;240;Saisie manuelle;.;Le 13/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
AJHJIRALP-Placement Extérieur;01380075;38000 B.A. de l'Isère;Validé;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
MAGDALENA 38;01380076;38000 B.A. de l'Isère;Validé;0,00;0,00;8570,00;0;0;220;0;0;260;0;0;2285;;.;Le 26/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
CCAS La Tronche;02380027;38000 B.A. de l'Isère;Validé;0,00;0,00;2390,00;0;0;31;0;0;58;0;0;436;;";";Le 29/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
FEU SMH (Panier Partage);01380081;38000 B.A. de l'Isère;Validé;851,31;851,31;850,00;83;83;83;83;83;83;145;145;145;plus d'inscrits car la distribution n'est plus soumise au QF;;Le 27/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
CCAS RIVES;02380029;38000 B.A. de l'Isère;Validé;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
FJT LES NOYERS VERTS;01380089;38000 B.A. de l'Isère;Validé;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;Le 03/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Mission Locale Isère Drac Verc;01380090;38000 B.A. de l'Isère;Validé;0,00;0,00;100,00;0;0;6;0;0;6;0;0;8;;.;Le 28/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
3 aMIE;01380091;38000 B.A. de l'Isère;Validé;0,00;0,00;420,00;0;0;55;0;0;55;0;0;2895;;.;Le 25/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
AMICI SAMU SOCIAL;01380092;38000 B.A. de l'Isère;Validé;932,47;932,47;930,00;0;235;235;0;402;402;0;964;964;Distribution en maraude;;Le 27/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Issue Secours CHATEAUBEAUMONT;01380094;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
3 ABI Mercredi;01380097;38000 B.A. de l'Isère;Validé;0,00;0,00;7010,00;51;51;51;129;129;129;1347;1347;1347;forte progression du nombre de bénéficiaires en fin d'année 2025;.;Le 08/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
APARDAP;01380101;38000 B.A. de l'Isère;Validé;0,00;0,00;490,00;0;0;58;0;0;60;0;0;100;;.;Le 25/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
AFPE maraude;01380109;38000 B.A. de l'Isère;Validé;371,78;371,78;370,00;0;50;50;0;50;50;150;150;150;;;Le 02/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
AJHIRALP PDJ;01380117;38000 B.A. de l'Isère;Validé;1887,15;1887,15;1890,00;0;80;80;0;144;144;1733;1733;1733;Diminution du nombre de personnes accueillies dans nos structures d'hébergement;;Le 02/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
MFI (Ex ADAMS);01380118;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
ORDRE DE MALTE;14380001;38000 B.A. de l'Isère;Validé;0,00;0,00;790,00;0;0;70;0;0;70;0;0;910;;.;Le 28/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
FONDATION LE REFUGE;01380125;38000 B.A. de l'Isère;Validé;0,00;0,00;1130,00;0;0;5;0;0;13;0;0;169;;.;Le 27/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Accueil ASDF PDJ;01380132;38000 B.A. de l'Isère;Validé;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;Le 07/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
POINT D'EAU DU JOUR;01380145;38000 B.A. de l'Isère;Validé;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
CCAS VEUREY VOROIZE;02380042;38000 B.A. de l'Isère;Validé;0,00;0,00;860,00;0;0;5;0;0;5;0;0;104;;.;Le 25/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Epicerie Le RAYON ESOPE 38;01380150;38000 B.A. de l'Isère;Validé;25165,51;25952,00;25950,00;1081;1081;1081;1081;1081;1081;3905;3905;3905;Entrées et sorties manuelles de dons et de produits d'hygiène et entretien qui sont distribués à l'unité et non au poids;;Le 09/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
MISSION LOCALE GRENOBLE;01380151;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Secours Catholique BEAUREPAIRE;04380003;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Epicerie CCAS EYBENS;02380043;38000 B.A. de l'Isère;Validé;0,00;0,00;7880,00;0;0;68;0;0;177;0;0;1275;;.;Le 26/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
